client_id,client_name,credential_id,name,enabled,application,markup,dynamic_commission,action_to_be_applied_(to_base),markup_after_action
262,Ostrovok,5462,OSTROVOK  B2C Dir,TRUE,smyroomsae,5,TRUE,0.3,5.3
262,Ostrovok,5786,OSTROVOK  Retail,TRUE,smyroomsae,5,FALSE,0.3,5.3
1555,NAUTALIA VIAJES,32973,Nautalia_780_CasasIbañez,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33429,Nautalia_879_OutplantDraguer,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1717,LA RUTA VIAJERA,33986,La Ruta Viajera (MX),TRUE,smyroomsmx,4,TRUE,0.3,4.3
884,LOGÍSTICA VIAJES,34209,LOGÍSTICA VIAJES (ES),TRUE,traveltinohoteles,4,TRUE,0.2,4.2
884,LOGÍSTICA VIAJES,33990,Logística Viajes y Bodas (MX),TRUE,smyroomsmx,4,TRUE,0.2,4.2
246,Hoojoozat,5138,Hoojoozat,TRUE,smyroomsae,3,FALSE,0.3,3.3
1496,Explore Hotels & Restaurants Management WLL,30952,Explore Hotels & Restaurants Management WLL,TRUE,smyroomsae,3,TRUE,0.3,3.3
1484,Smile Holidays,30802,Smile For Hotel & Realestate Booking Co. WLL,TRUE,smyroomsae,4.5,TRUE,0.3,4.8
691,Nexus,10938,Nexus B2C (Barbados),FALSE,smyroomsuy,4,TRUE,0.3,4.3
691,Nexus,11725,Nexus EUR B2C,FALSE,smyroomsuy,4.5,TRUE,0.3,4.8
691,Nexus,11774,Nexus DP,FALSE,smyroomsuy,4.5,TRUE,0.3,4.8
803,Record Vacation,11263,Record Vacation,FALSE,smyroomsuy,3.8,TRUE,0.2,4
803,Record Vacation,34133,Record Vacation (ES),FALSE,traveltinohoteles,4,TRUE,0.2,4.2
388,Jagman,7797,JAGMAN,TRUE,smyroomsae,2.5,TRUE,0.3,2.8
1555,NAUTALIA VIAJES,33054,Nautalia_613_AlcalaDeHenares,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1852,VIAGGIANTE,34328,VIAGGIANTE,TRUE,traveltinohoteles,4,TRUE,0.3,4.3
126,Destinations Of The World,4876,Destinations Of The World AE EXP,FALSE,smyroomsae,6,TRUE,0.3,6.3
1527,ROYAL AMBASSADOR,31383,ROYAL AMBASSADOR,TRUE,smyroomsae,2.5,FALSE,0.3,2.8
314,Within Earth Holidays,31335,Within Earth Holidays,TRUE,smyroomsae,3.5,TRUE,0.2,3.7
1555,NAUTALIA VIAJES,33035,Nautalia_673_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32940,Nautalia_533_Mieres,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33011,Nautalia_412_Barcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33023,Nautalia_514_SantiagoDeCompostela,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
623,MG BEDBANK,8700,MG Bedbank,TRUE,smyroomsae,4.3,FALSE,0.2,4.5
1555,NAUTALIA VIAJES,32909,Nautalia_333_Zaragoza,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33004,Nautalia_437_Barcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33016,Nautalia_454_Barcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32878,Nautalia_220_Cordoba,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32949,Nautalia_612_Arrecife,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
185,Travel Up,11506,Travel Up Hotels - Meta,TRUE,traveltinohoteles,4.2,TRUE,0.3,4.5
1555,NAUTALIA VIAJES,32930,Nautalia_531_Gijon,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33048,Nautalia_620_Alcorcon,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
803,Record Vacation,33989,Record Vacation (MX),TRUE,smyroomsmx,4,TRUE,0.2,4.2
1555,NAUTALIA VIAJES,32923,Nautalia_357_Alzira,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
338,Stayforlong,6288,STAYFORLONG,TRUE,traveltinohoteles,6,TRUE,0.3,6.3
1555,NAUTALIA VIAJES,33094,Nautalia_451_Tarragona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
262,Ostrovok,5304,OSTROVOK B2B Dir,TRUE,smyroomsae,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33431,Nautalia_880_INPLANT LEROY MERLIN,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1413,Galaxy Travel,21009,Galaxy Travel ,TRUE,smyroomsae,3.5,TRUE,0.3,3.8
884,LOGÍSTICA VIAJES,11936,LOGÍSTICA VIAJES,FALSE,smyroomsuy,100,FALSE,0.2,100.2
1555,NAUTALIA VIAJES,32885,Nautalia_341_Palma,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32897,Nautalia_143_Bilbao,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32944,Nautalia_340_Xirivella,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32968,Nautalia_641_AzuquecadeHenares,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
691,Nexus,11724,Nexus EUR B2B,FALSE,smyroomsuy,4.5,TRUE,0.3,4.8
219,Travelor,4938,Travelor,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33103,Nautalia_817_BTCValencia,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33084,Nautalia_627_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32906,Nautalia_336_Zaragoza,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32918,Nautalia_131_Alava,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33001,Nautalia_438_Barcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33013,Nautalia_449_Barcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
298,Karavel,5906,Karavel,FALSE,traveltinohoteles,0,FALSE,0.3,0.3
1569,Saltours International Ltd,32804,Saltours International Ltd,TRUE,smyroomsae,3,TRUE,0.3,3.3
1461,BM Tours,22018,BM Tours,TRUE,smyroomsuy,100,FALSE,0.3,100.3
1458,Multitravel.com,21981,Multitravel.com,TRUE,traveltinohoteles,4.8,TRUE,0.3,5.1
1555,NAUTALIA VIAJES,33077,Nautalia_92_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33089,Nautalia_634_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1439,World Explorer,21241,World Explorer,TRUE,smyroomsae,4.5,TRUE,0.3,4.8
814,Almosafer International Travel and Tourism,20703,Almosafer TGX B2B,TRUE,smyroomsae,3.5,TRUE,0.3,3.8
1400,Cosmobeds,20765,COSMOBEDS TRAVEL DMCC,TRUE,smyroomsae,3.5,TRUE,0.3,3.8
262,Ostrovok,20776,OSTROVOK METASEARCH TPP,TRUE,smyroomsae,5,TRUE,0.3,5.3
262,Ostrovok,20791,OSTROVOK B2C TPP,TRUE,smyroomsae,5,TRUE,0.3,5.3
1398,B2BHOLIDAYS,20711,B2bholidays_CUG,TRUE,smyroomsae,4.5,TRUE,0.3,4.8
1446,PEAKPOINT,21532,Peakpoint_B2B,TRUE,smyroomsae,3.5,FALSE,0.3,3.8
1446,PEAKPOINT,21533,Peakpoint_B2C,TRUE,smyroomsae,3.5,FALSE,0.3,3.8
691,Nexus,9842,Nexus (Barbados),FALSE,smyroomsuy,4,TRUE,0.3,4.3
879,Meituan,11922,MEITUAN & DIANPING,TRUE,smyroomsae,3,TRUE,0.2,3.2
1435,Nexo,21194,Nexo,TRUE,traveltinohoteles,4,TRUE,0.3,4.3
518,Destination Italia,21984,Destination Italia WEB,TRUE,smyroomsae,4,TRUE,0.2,4.2
126,Destinations Of The World,30701,Destinations of the World WH B2B,TRUE,smyroomsae,4.5,TRUE,0.3,4.8
814,Almosafer International Travel and Tourism,30718,Almosafer TGX Retail,TRUE,smyroomsae,3.5,TRUE,0.3,3.8
1473,MORESAND,30696,MORESAND,TRUE,smyroomsae,4,TRUE,0.3,4.3
1481,Rida International Tourism and Travel,30770,Rida International Tourism and Travel,TRUE,smyroomsae,3,FALSE,0.3,3.3
262,Ostrovok,11436,OSTROVOK  B2B Tpp,FALSE,smyroomsae,5,TRUE,0.3,5.3
